
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 06월 25일~07월 25일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
산청,289,07-20,      25.4,      30.4,      21.5,       6.6,      77.1,       6.0,,,     992.6,    1008.3,       1.3
거제,294,07-20,      25.5,      29.2,      22.5,       8.5,      78.7,       5.7,,,    1003.5,    1007.9,       1.9
남해,295,07-20,      25.8,      30.1,      22.5,       8.4,      78.8,       6.2,,,    1003.5,    1008.8,       1.3
강남,400,07-20,      26.7,      30.8,      23.6,       9.5,,,,,,,       1.7
서초,401,07-20,      27.0,      31.6,      23.6,       9.0,,,,,,,       1.2
강동,402,07-20,      26.4,      30.6,      23.0,       9.6,,,,,,,       1.6
송파,403,07-20,      26.8,      31.0,      23.5,       9.7,,,,,,,       1.7
강서,404,07-20,      25.9,      29.9,      23.0,       9.6,,,,,,,       2.0
양천,405,07-20,      27.0,      31.1,      23.9,       8.4,,,,,,,       1.6
도봉,406,07-20,      25.8,      30.3,      22.3,      10.4,,,,,,,       1.0
노원,407,07-20,      25.7,      30.3,      21.9,       9.5,,,,,,,       1.4
동대문,408,07-20,      26.7,      31.0,      23.4,       9.6,,,,,,,       1.9
중랑,409,07-20,      26.9,      30.9,      23.7,       7.8,,,,,,,       2.2
기상청,410,07-20,      26.2,      30.1,      23.0,       9.0,,,,,,,       1.6
마포,411,07-20,      26.5,      30.5,      23.1,       9.2,,,,,,,       2.2
서대문,412,07-20,      25.5,      30.0,      22.3,       8.9,,,,,,,       1.4
광진,413,07-20,      26.6,      30.8,      23.2,       8.9,,,,,,,       1.8
성북,414,07-20,      25.8,      29.7,      22.6,      10.1,,,,,,,       1.8
용산,415,07-20,      26.9,      31.1,      23.7,       7.9,,,,,,,       2.0
은평,416,07-20,      25.6,      29.8,      22.3,       9.2,,,,,,,       1.7
금천,417,07-20,      26.1,      29.7,      23.2,       8.7,,,,,,,       2.2
중구,419,07-20,      25.0,      29.7,      21.9,       7.9,,,,,,,       1.4
성동,421,07-20,      26.5,      30.4,      23.3,       8.9,,,,,,,       2.3
구로,423,07-20,      25.9,      30.4,      22.6,       9.6,,,,,,,       2.1
강북*,424,07-20,      26.7,      31.0,      23.4,      10.7,,,,,,,       1.8
남현,425,07-20,      26.0,      30.5,      22.5,       7.5,,,,,,,       1.1
부천,433,07-20,      26.3,      30.3,      23.3,       6.3,,,,,,,       1.4
안양,434,07-20,      26.2,      29.9,      23.3,       7.8,,,,,,,       2.2
광명,437,07-20,      26.5,      30.5,      23.6,       6.8,,,,,,,       2.1
군포,438,07-20,      26.2,      30.3,      23.1,       7.7,,,,,,,       1.6
김포,441,07-20,      25.2,      29.3,      22.2,       6.9,,,,,,,       2.1
하남,444,07-20,      26.0,      30.4,      22.8,       8.0,,,,,,,       0.8
의왕,445,07-20,      25.2,      29.5,      22.0,       7.9,,,,,,,       1.1
포천,504,07-20,      25.5,      30.4,      21.9,      11.2,,,,,,,       1.3
가평조종,505,07-20,      24.2,      29.4,      20.6,      11.0,,,,,,,       1.0
영등포,510,07-20,      26.8,      30.9,      23.9,       8.2,,,,,,,       1.8
인천연수,512,07-20,      25.9,      30.1,      22.8,       9.1,,,,,,,       1.8
안성,516,07-20,      26.4,      31.1,      22.7,       8.0,,,,,,,       1.2
간성,517,07-20,      23.8,      27.7,      20.9,       6.6,,,,,,,       1.4
평창,526,07-20,      23.7,      29.0,      19.8,       8.4,,,,,,,       1.0
의정부,532,07-20,      25.3,      30.0,      21.9,      12.2,,,,,,,       1.1
횡성,536,07-20,      25.1,      30.5,      21.4,       9.7,,,,,,,       1.0
고양,540,07-20,      25.5,      30.5,      21.8,      10.2,,,,,,,       1.1
남양주,541,07-20,      25.4,      30.3,      21.6,      11.8,,,,,,,       1.1
안산,545,07-20,      25.3,      30.2,      21.7,      10.9,,,,,,,       1.5
경기광주,546,07-20,      25.2,      29.9,      21.8,      11.3,,,,,,,       1.6
여주,548,07-20,      25.2,      30.4,      21.7,       9.3,,,,,,,       1.0
용인,549,07-20,      25.4,      29.9,      21.6,      12.4,,,,,,,       1.3
오산,550,07-20,      25.7,      30.8,      22.2,      11.6,,,,,,,       1.2
평택,551,07-20,      26.3,      30.9,      22.7,       9.3,,,,,,,       1.7
화천,555,07-20,      24.4,      30.3,      20.7,       9.1,,,,,,,       0.8
양구,556,07-20,      24.0,      29.9,      20.5,       7.7,,,,,,,       1.0
시흥,565,07-20,      26.0,      30.1,      22.8,      10.6,,,,,,,       1.7
구리,569,07-20,      26.0,      30.6,      22.7,      10.4,,,,,,,       1.3
금곡,570,07-20,      24.9,      29.1,      21.9,       7.2,,,,,,,       1.4
화성,571,07-20,      25.4,      29.6,      22.3,      11.1,,,,,,,       1.5
성남,572,07-20,      26.3,      30.8,      23.0,      11.1,,,,,,,       1.2
과천,590,07-20,      25.8,      30.5,      22.2,       9.9,,,,,,,       1.9
진부령,595,07-20,      21.8,      25.8,      18.9,       6.9,,,,,,,       2.8
양주,598,07-20,      25.4,      30.0,      21.8,       9.0,,,,,,,       1.6
단양,601,07-20,      25.3,      30.6,      21.4,       5.8,,,,,,,       0.9
진천,602,07-20,      25.1,      30.1,      21.2,      11.0,,,,,,,       1.1
괴산,603,07-20,      25.0,      29.9,      21.3,       9.5,,,,,,,       1.1
옥천,604,07-20,      25.6,      30.8,      21.8,       6.2,,,,,,,       1.0
세종연서,611,07-20,      25.2,      30.4,      21.7,       9.4,,,,,,,       1.2
공주,612,07-20,      26.1,      31.1,      22.4,       9.5,,,,,,,       1.4
서천,614,07-20,      25.9,      30.0,      22.8,       6.5,,,,,,,       1.9
논산,615,07-20,      26.0,      30.9,      22.4,       6.3,,,,,,,       1.5
당진,616,07-20,      25.1,      29.6,      22.0,       8.8,,,,,,,       2.0
청양,618,07-20,      25.5,      30.3,      21.6,       9.0,,,,,,,       1.2
음성,619,07-20,      25.0,      30.4,      21.0,       9.9,,,,,,,       1.2
증평,623,07-20,      25.7,      31.1,      21.9,       8.2,,,,,,,       1.2
태안,627,07-20,      25.3,      29.5,      22.6,       5.2,,,,,,,       2.0
예산,628,07-20,      26.2,      31.1,      22.6,       8.3,,,,,,,       2.0
아산,634,07-20,      26.0,      30.6,      22.6,       7.9,,,,,,,       1.9
계룡,636,07-20,      25.3,      30.2,      21.4,       9.7,,,,,,,       1.1
오월드,642,07-20,      26.8,      31.6,      23.1,       8.1,,,,,,,       1.2
세천,643,07-20,      25.7,      30.9,      21.7,       7.3,,,,,,,       1.0
장동,648,07-20,      25.8,      30.7,      22.0,       8.8,,,,,,,       1.1
부평,649,07-20,      26.6,      31.9,      22.6,       5.3,,,,,,,       0.6
연천청산,652,07-20,      25.5,      30.3,      22.1,      10.0,,,,,,,       1.1
양양,670,07-20,      24.4,      27.9,      21.4,       3.6,,,,,,,       1.7
사북,674,07-20,      21.9,      26.7,      18.1,       5.2,,,,,,,       2.5
무안,699,07-20,      25.8,      29.8,      22.8,       6.1,,,,,,,       2.0
무주,701,07-20,      25.3,      30.5,      21.1,       5.0,,,,,,,       1.2
익산,702,07-20,      26.3,      31.2,      22.8,       6.0,,,,,,,       1.6
진안,703,07-20,      24.1,      29.1,      20.5,       7.2,,,,,,,       1.5
담양,706,07-20,      25.9,      30.4,      22.3,       6.2,,,,,,,       1.5
광산,708,07-20,      26.7,      31.2,      22.8,       5.5,,,,,,,       1.8
구례,709,07-20,      26.4,      31.6,      22.5,       5.6,,,,,,,       1.1
나주,710,07-20,      26.5,      31.3,      23.1,       6.8,,,,,,,       1.5
순천시,712,07-20,      26.2,      30.2,      23.2,       8.2,,,,,,,       1.6
광양읍,713,07-20,      26.2,      31.1,      22.6,       7.9,,,,,,,       1.0
조선대,722,07-20,      26.4,      30.8,      23.1,       5.9,,,,,,,       2.0
거문도,723,07-20,      25.4,      28.2,      23.3,       8.2,,,,,,,       3.0
추자도,724,07-20,      25.0,      27.6,      22.8,       4.9,,,,,,,       3.5
장성,730,07-20,      25.9,      30.8,      22.4,       7.8,,,,,,,       1.6
영암,731,07-20,      26.3,      30.5,      23.1,       4.8,,,,,,,       2.2
보성,732,07-20,      24.8,      29.1,      21.6,       9.1,,,,,,,       1.8
완주,734,07-20,      26.7,      31.7,      22.5,       6.7,,,,,,,       1.6
김제,737,07-20,      26.7,      31.4,      23.3,       5.1,,,,,,,       2.1
화순,741,07-20,      26.0,      31.3,      22.5,       6.6,,,,,,,       1.0
함평,754,07-20,      26.6,      30.7,      23.1,       5.8,,,,,,,       1.7
곡성,768,07-20,      26.1,      31.1,      22.3,       6.3,,,,,,,       1.2
성판악,782,07-20,      22.0,      25.2,      19.1,      15.7,,,,,,,       2.4
풍암,788,07-20,      27.1,      31.7,      23.6,       6.5,,,,,,,       1.4
압해도,789,07-20,      25.8,      29.4,      23.0,       4.5,,,,,,,       2.9
영양,801,07-20,      23.9,      29.2,      19.9,       4.7,,,,,,,       1.3
성주,810,07-20,      26.2,      31.3,      22.1,       4.7,,,,,,,       1.2
고령,812,07-20,      25.8,      31.0,      21.9,       5.9,,,,,,,       1.0
청도,813,07-20,      25.9,      31.2,      21.9,       7.3,,,,,,,       1.3
예천,815,07-20,      25.3,      30.7,      21.1,       6.4,,,,,,,       1.1
김천,822,07-20,      26.3,      31.8,      21.8,       4.3,,,,,,,       0.8
군위,823,07-20,      25.7,      31.5,      21.1,       3.9,,,,,,,       1.3
칠곡,825,07-20,      26.3,      31.7,      22.5,       4.7,,,,,,,       1.7
경산,827,07-20,      26.9,      32.2,      23.0,       5.6,,,,,,,       1.9
달성,828,07-20,      26.8,      32.1,      22.9,       5.4,,,,,,,       1.6
대구서구,846,07-20,      27.2,      31.8,      23.4,       4.0,,,,,,,       2.0
신암,860,07-20,      27.1,      31.7,      23.2,       4.4,      70.3,       6.1,       6.2,,    1001.0,    1007.8,       2.3
완산,864,07-20,      27.0,      31.5,      23.3,       5.8,      75.6,       5.2,       6.3,       4.3,    1000.8,    1007.0,       1.9
삼척,876,07-20,      25.1,      28.7,      21.9,       4.1,,,,,,,       1.7
울기,901,07-20,      23.2,      26.0,      21.0,       6.1,,,,,,,       2.6
삼천포,907,07-20,      25.4,      28.9,      22.8,       8.4,,,,,,,       1.7
영도,910,07-20,      23.8,      26.6,      21.6,       7.1,,,,,,,       3.8
고성,918,07-20,      26.3,      30.3,      22.9,       8.2,,,,,,,       2.2
창녕,919,07-20,      26.8,      32.1,      22.6,       7.7,,,,,,,       1.8
함안,920,07-20,      26.2,      31.7,      22.1,       5.9,,,,,,,       1.3
가덕도,921,07-20,      24.6,      28.1,      22.3,       7.2,,,,,,,       3.5
기장,923,07-20,      25.4,      29.2,      22.0,       7.3,,,,,,,       1.8
간절곶,924,07-20,      23.3,      25.7,      20.9,       6.2,,,,,,,       3.7
하동,932,07-20,      26.5,      31.4,      23.1,       7.7,,,,,,,       1.2
해운대,937,07-20,      25.0,      28.6,      22.3,       8.0,,,,,,,       2.3
부산진,938,07-20,      26.3,      30.0,      23.3,       9.2,,,,,,,       2.0
동래,940,07-20,      26.4,      30.3,      23.2,       8.5,,,,,,,       1.9
북구,941,07-20,      25.9,      29.9,      22.9,       8.3,,,,,,,       2.3
부산남구,942,07-20,      26.0,      29.3,      23.4,       7.8,,,,,,,       2.1
정자,949,07-20,      25.1,      29.2,      21.3,       6.3,,,,,,,       2.3
속초,90,07-21,      24.3,      27.8,      21.3,       5.3,      80.8,       5.0,,,    1004.5,    1006.6,       1.9
철원,95,07-21,      24.5,      28.6,      21.0,      11.6,      82.8,       4.4,,,     989.2,    1006.6,       1.9
동두천,98,07-21,      25.0,      29.5,      21.8,      11.9,      80.9,       3.5,,,     994.1,    1006.8,       1.6
파주,99,07-21,      24.9,      29.5,      21.6,      10.0,      84.6,       4.0,,,    1003.7,    1007.1,       1.5
대관령,100,07-21,      20.6,      24.6,      17.4,       7.6,      85.5,       4.8,,,     918.1,    1007.1,       3.6
춘천,101,07-21,      25.6,      29.9,      22.1,      11.0,      80.6,       4.6,,,     998.3,    1006.9,       1.2
백령도,102,07-21,      23.0,      25.9,      20.7,       5.0,      88.8,       4.6,       7.7,,     990.9,    1006.1,       4.3
강릉,105,07-21,      25.7,      29.3,      22.5,       4.6,      72.9,       5.2,,,    1004.0,    1007.0,       2.0
동해,106,07-21,      24.0,      27.5,      21.2,       4.2,      81.0,       5.5,,,    1002.6,    1006.8,       1.8
서울,108,07-21,      26.0,      29.7,      23.0,      12.4,      76.7,       4.0,       7.2,       3.8,     997.1,    1006.9,       2.4
인천,112,07-21,      25.1,      28.5,      22.6,      10.3,      84.1,       5.3,       7.1,       3.9,     998.9,    1006.7,       2.7
원주,114,07-21,      25.9,      30.4,      22.2,      10.6,      76.4,       4.4,,,     990.2,    1007.0,       1.1
울릉도,115,07-21,      23.5,      26.5,      21.2,       3.6,      83.0,       6.1,       6.5,       4.5,     982.8,    1007.9,       3.9
수원,119,07-21,      25.9,      29.9,      22.7,      15.2,      80.3,       4.5,       7.0,       4.1,    1003.2,    1007.3,       1.9
영월,121,07-21,      24.8,      29.9,      21.0,       7.5,      81.1,       4.4,,,     980.0,    1006.9,       1.2
충주,127,07-21,      25.7,      30.4,      21.9,       8.1,      75.1,       4.9,,,     996.2,    1007.2,       1.4
서산,129,07-21,      25.2,      29.2,      22.2,       8.2,      84.1,       5.0,,,    1004.3,    1007.2,       2.7
울진,130,07-21,      24.1,      27.8,      21.0,       4.1,      82.1,       5.8,,,    1001.6,    1007.3,       2.6
청주,131,07-21,      26.6,      30.9,      23.1,       8.9,      73.6,       5.3,       6.8,       4.5,    1000.7,    1007.2,       1.8
대전,133,07-21,      26.4,      30.5,      23.0,      10.2,      79.0,       5.5,       6.6,       4.2,     999.4,    1007.3,       1.9
추풍령,135,07-21,      24.7,      29.5,      21.0,       6.6,      79.2,       5.1,,,     980.0,    1007.5,       1.7
안동,136,07-21,      25.6,      30.5,      21.7,       6.2,      76.8,       5.8,       6.3,       4.6,     991.8,    1007.7,       1.4
상주,137,07-21,      25.8,      30.4,      22.2,       5.8,      79.3,       5.3,,,     996.5,    1007.6,       1.1
포항,138,07-21,      26.3,      30.2,      23.3,       4.8,      76.8,       6.3,       6.2,       5.0,    1007.6,    1008.0,       2.4
군산,140,07-21,      25.9,      29.7,      23.0,       8.1,      84.9,       5.6,,,    1004.3,    1007.3,       2.8
울산,152,07-21,      26.2,      30.4,      22.8,       5.8,      77.2,       5.9,       5.9,,    1003.1,    1007.9,       2.0
창원,155,07-21,      26.2,      30.2,      23.4,       7.8,      80.0,       5.6,       6.1,,    1005.3,    1007.8,       2.1
광주,156,07-21,      26.8,      31.1,      23.6,       5.5,      78.4,       5.5,       6.4,,     999.2,    1007.4,       2.6
부산,159,07-21,      25.4,      28.7,      22.9,       8.4,      82.1,       6.8,       6.0,       4.3,    1000.1,    1008.1,       3.7
통영,162,07-21,      25.2,      28.6,      22.7,       6.9,      84.2,       5.8,,,    1004.8,    1008.4,       2.6
목포,165,07-21,      26.0,      29.4,      23.5,       3.5,      83.9,       6.0,       6.1,       4.4,    1002.8,    1007.6,       3.6
여수,168,07-21,      25.4,      28.3,      23.2,       7.9,      84.0,       6.3,       6.0,       4.8,    1000.4,    1008.0,       3.4
흑산도,169,07-21,      23.6,      26.6,      21.4,       3.0,      93.1,       4.1,       7.1,,     998.0,    1006.9,       5.0
완도,170,07-21,      25.6,      29.4,      22.9,       5.0,      84.4,       5.5,,,    1004.3,    1007.8,       3.0
고창,172,07-21,      26.7,      31.0,      23.5,       6.6,      84.2,       5.7,,,    1002.0,    1007.9,       2.7
제주,184,07-21,      27.2,      30.5,      24.6,       5.7,      76.3,       7.5,       5.3,       5.7,    1005.2,    1007.6,       2.8
고산,185,07-21,      25.9,      28.5,      23.9,       2.2,      88.3,       6.7,,,     999.3,    1007.5,       5.1
성산,188,07-21,      26.1,      29.3,      23.5,       5.3,      84.5,       6.1,,,    1006.1,    1008.2,       3.1
서귀포,189,07-21,      26.8,      29.5,      24.7,       4.9,      84.9,       5.5,       6.6,       4.4,    1002.1,    1007.9,       2.4
진주,192,07-21,      26.2,      30.8,      22.6,       6.1,      79.0,       5.9,,,    1004.8,    1007.8,       1.7
강화,201,07-21,      24.4,      28.3,      21.3,       8.4,      83.2,       4.9,,,    1001.9,    1007.3,       2.1
양평,202,07-21,      25.6,      30.3,      21.9,      13.7,      79.9,       4.8,,,    1002.3,    1007.8,       1.2
이천,203,07-21,      25.4,      30.2,      21.7,      12.9,      77.1,       4.9,,,     998.5,    1007.1,       1.3
인제,211,07-21,      24.0,      28.9,      20.5,       9.0,      79.0,       4.5,,,     984.8,    1007.3,       1.9
홍천,212,07-21,      25.2,      30.5,      21.4,      11.9,      76.5,       5.0,,,     991.6,    1007.5,       1.2
태백,216,07-21,      22.4,      27.1,      18.5,       7.4,      77.6,       5.1,,,     928.6,    1006.7,       1.7
정선군,217,07-21,      24.8,      30.3,      21.0,       5.6,      77.5,       4.5,,,     973.6,    1007.9,       1.5
